gutenberg_id,text,author
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,THE SYSTEM OF CO-ORDINATES,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,On the basis of the physical interpretation of distance which has been,"Einstein, Albert"
5001,"indicated, we are also in a position to establish the distance between","Einstein, Albert"
5001,two points on a rigid body by means of measurements. For this purpose,"Einstein, Albert"
5001,"we require a "" distance "" (rod S) which is to be used once and for","Einstein, Albert"
5001,"all, and which we employ as a standard measure. If, now, A and B are","Einstein, Albert"
5001,"two points on a rigid body, we can construct the line joining them","Einstein, Albert"
5001,"according to the rules of geometry ; then, starting from A, we can","Einstein, Albert"
5001,mark off the distance S time after time until we reach B. The number,"Einstein, Albert"
5001,of these operations required is the numerical measure of the distance,"Einstein, Albert"
5001,AB. This is the basis of all measurement of length. *,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,Every description of the scene of an event or of the position of an,"Einstein, Albert"
5001,object in space is based on the specification of the point on a rigid,"Einstein, Albert"
5001,body (body of reference) with which that event or object coincides.,"Einstein, Albert"
5001,"This applies not only to scientific description, but also to everyday","Einstein, Albert"
5001,"life. If I analyse the place specification "" Times Square, New York,""","Einstein, Albert"
5001,**A I arrive at the following result. The earth is the rigid body,"Einstein, Albert"
5001,"to which the specification of place refers; "" Times Square, New York,""","Einstein, Albert"
5001,"is a well-defined point, to which a name has been assigned, and with","Einstein, Albert"
5001,which the event coincides in space.**B,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,This primitive method of place specification deals only with places on,"Einstein, Albert"
5001,"the surface of rigid bodies, and is dependent on the existence of","Einstein, Albert"
5001,points on this surface which are distinguishable from each other. But,"Einstein, Albert"
5001,we can free ourselves from both of these limitations without altering,"Einstein, Albert"
5001,"the nature of our specification of position. If, for instance, a cloud","Einstein, Albert"
5001,"is hovering over Times Square, then we can determine its position","Einstein, Albert"
5001,relative to the surface of the earth by erecting a pole,"Einstein, Albert"
5001,"perpendicularly on the Square, so that it reaches the cloud. The","Einstein, Albert"
5001,"length of the pole measured with the standard measuring-rod, combined","Einstein, Albert"
5001,"with the specification of the position of the foot of the pole,","Einstein, Albert"
5001,supplies us with a complete place specification. On the basis of this,"Einstein, Albert"
5001,"illustration, we are able to see the manner in which a refinement of","Einstein, Albert"
5001,the conception of position has been developed.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"(a) We imagine the rigid body, to which the place specification is","Einstein, Albert"
5001,"referred, supplemented in such a manner that the object whose position","Einstein, Albert"
5001,we require is reached by. the completed rigid body.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"(b) In locating the position of the object, we make use of a number","Einstein, Albert"
5001,(here the length of the pole measured with the measuring-rod) instead,"Einstein, Albert"
5001,of designated points of reference.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,(c) We speak of the height of the cloud even when the pole which,"Einstein, Albert"
5001,reaches the cloud has not been erected. By means of optical,"Einstein, Albert"
5001,"observations of the cloud from different positions on the ground, and","Einstein, Albert"
5001,"taking into account the properties of the propagation of light, we","Einstein, Albert"
5001,determine the length of the pole we should have required in order to,"Einstein, Albert"
5001,reach the cloud.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"From this consideration we see that it will be advantageous if, in the","Einstein, Albert"
5001,"description of position, it should be possible by means of numerical","Einstein, Albert"
5001,measures to make ourselves independent of the existence of marked,"Einstein, Albert"
5001,positions (possessing names) on the rigid body of reference. In the,"Einstein, Albert"
5001,physics of measurement this is attained by the application of the,"Einstein, Albert"
5001,Cartesian system of co-ordinates.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,This consists of three plane surfaces perpendicular to each other and,"Einstein, Albert"
5001,rigidly attached to a rigid body. Referred to a system of,"Einstein, Albert"
5001,"co-ordinates, the scene of any event will be determined (for the main","Einstein, Albert"
5001,part) by the specification of the lengths of the three perpendiculars,"Einstein, Albert"
5001,"or co-ordinates (x, y, z) which can be dropped from the scene of the","Einstein, Albert"
5001,event to those three plane surfaces. The lengths of these three,"Einstein, Albert"
5001,perpendiculars can be determined by a series of manipulations with,"Einstein, Albert"
5001,rigid measuring-rods performed according to the rules and methods laid,"Einstein, Albert"
5001,down by Euclidean geometry.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"In practice, the rigid surfaces which constitute the system of","Einstein, Albert"
5001,"co-ordinates are generally not available ; furthermore, the magnitudes","Einstein, Albert"
5001,of the co-ordinates are not actually determined by constructions with,"Einstein, Albert"
5001,"rigid rods, but by indirect means. If the results of physics and","Einstein, Albert"
5001,"astronomy are to maintain their clearness, the physical meaning of","Einstein, Albert"
5001,specifications of position must always be sought in accordance with,"Einstein, Albert"
5001,the above considerations. ***,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,We thus obtain the following result: Every description of events in,"Einstein, Albert"
5001,space involves the use of a rigid body to which such events have to be,"Einstein, Albert"
5001,referred. The resulting relationship takes for granted that the laws,"Einstein, Albert"
5001,"of Euclidean geometry hold for ""distances;"" the ""distance"" being","Einstein, Albert"
5001,represented physically by means of the convention of two marks on a,"Einstein, Albert"
5001,rigid body.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,  Notes,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,* Here we have assumed that there is nothing left over i.e. that,"Einstein, Albert"
5001,the measurement gives a whole number. This difficulty is got over by,"Einstein, Albert"
5001,"the use of divided measuring-rods, the introduction of which does not","Einstein, Albert"
5001,demand any fundamentally new method.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"**A Einstein used ""Potsdamer Platz, Berlin"" in the original text.","Einstein, Albert"
5001,"In the authorised translation this was supplemented with ""Tranfalgar","Einstein, Albert"
5001,"Square, London"". We have changed this to ""Times Square, New York"", as","Einstein, Albert"
5001,this is the most well known/identifiable location to English speakers,"Einstein, Albert"
5001,in the present day. [Note by the janitor.],"Einstein, Albert"
5001,,"Einstein, Albert"
5001,**B It is not necessary here to investigate further the significance,"Einstein, Albert"
5001,"of the expression ""coincidence in space."" This conception is","Einstein, Albert"
5001,sufficiently obvious to ensure that differences of opinion are,"Einstein, Albert"
5001,scarcely likely to arise as to its applicability in practice.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,*** A refinement and modification of these views does not become,"Einstein, Albert"
5001,"necessary until we come to deal with the general theory of relativity,","Einstein, Albert"
5001,treated in the second part of this book.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,SPACE AND TIME IN CLASSICAL MECHANICS,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,The purpose of mechanics is to describe how bodies change their,"Einstein, Albert"
5001,"position in space with ""time."" I should load my conscience with grave","Einstein, Albert"
5001,sins against the sacred spirit of lucidity were I to formulate the,"Einstein, Albert"
5001,"aims of mechanics in this way, without serious reflection and detailed","Einstein, Albert"
5001,explanations. Let us proceed to disclose these sins.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"It is not clear what is to be understood here by ""position"" and","Einstein, Albert"
5001,"""space."" I stand at the window of a railway carriage which is","Einstein, Albert"
5001,"travelling uniformly, and drop a stone on the embankment, without","Einstein, Albert"
5001,"throwing it. Then, disregarding the influence of the air resistance, I","Einstein, Albert"
5001,see the stone descend in a straight line. A pedestrian who observes,"Einstein, Albert"
5001,the misdeed from the footpath notices that the stone falls to earth in,"Einstein, Albert"
5001,"a parabolic curve. I now ask: Do the ""positions"" traversed by the","Einstein, Albert"
5001,"stone lie ""in reality"" on a straight line or on a parabola? Moreover,","Einstein, Albert"
5001,"what is meant here by motion ""in space"" ? From the considerations of","Einstein, Albert"
5001,the previous section the answer is self-evident. In the first place we,"Einstein, Albert"
5001,"entirely shun the vague word ""space,"" of which, we must honestly","Einstein, Albert"
5001,"acknowledge, we cannot form the slightest conception, and we replace","Einstein, Albert"
5001,"it by ""motion relative to a practically rigid body of reference."" The","Einstein, Albert"
5001,positions relative to the body of reference (railway carriage or,"Einstein, Albert"
5001,embankment) have already been defined in detail in the preceding,"Einstein, Albert"
5001,"section. If instead of "" body of reference "" we insert "" system of","Einstein, Albert"
5001,"co-ordinates,"" which is a useful idea for mathematical description, we","Einstein, Albert"
5001,are in a position to say : The stone traverses a straight line,"Einstein, Albert"
5001,"relative to a system of co-ordinates rigidly attached to the carriage,","Einstein, Albert"
5001,but relative to a system of co-ordinates rigidly attached to the,"Einstein, Albert"
5001,ground (embankment) it describes a parabola. With the aid of this,"Einstein, Albert"
5001,example it is clearly seen that there is no such thing as an,"Einstein, Albert"
5001,"independently existing trajectory (lit. ""path-curve""*), but only","Einstein, Albert"
5001,a trajectory relative to a particular body of reference.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"In order to have a complete description of the motion, we must specify","Einstein, Albert"
5001,how the body alters its position with time ; i.e. for every point on,"Einstein, Albert"
5001,the trajectory it must be stated at what time the body is situated,"Einstein, Albert"
5001,there. These data must be supplemented by such a definition of time,"Einstein, Albert"
5001,"that, in virtue of this definition, these time-values can be regarded","Einstein, Albert"
5001,essentially as magnitudes (results of measurements) capable of,"Einstein, Albert"
5001,observation. If we take our stand on the ground of classical,"Einstein, Albert"
5001,"mechanics, we can satisfy this requirement for our illustration in the","Einstein, Albert"
5001,following manner. We imagine two clocks of identical construction ;,"Einstein, Albert"
5001,"the man at the railway-carriage window is holding one of them, and the","Einstein, Albert"
5001,man on the footpath the other. Each of the observers determines the,"Einstein, Albert"
5001,position on his own reference-body occupied by the stone at each tick,"Einstein, Albert"
5001,of the clock he is holding in his hand. In this connection we have not,"Einstein, Albert"
5001,taken account of the inaccuracy involved by the finiteness of the,"Einstein, Albert"
5001,velocity of propagation of light. With this and with a second,"Einstein, Albert"
5001,difficulty prevailing here we shall have to deal in detail later.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,  Notes,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"*) That is, a curve along which the body moves.","Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,THE GALILEIAN SYSTEM OF CO-ORDINATES,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"As is well known, the fundamental law of the mechanics of","Einstein, Albert"
5001,"Galilei-Newton, which is known as the law of inertia, can be stated","Einstein, Albert"
5001,thus: A body removed sufficiently far from other bodies continues in a,"Einstein, Albert"
5001,state of rest or of uniform motion in a straight line. This law not,"Einstein, Albert"
5001,"only says something about the motion of the bodies, but it also","Einstein, Albert"
5001,"indicates the reference-bodies or systems of coordinates, permissible","Einstein, Albert"
5001,"in mechanics, which can be used in mechanical description. The visible","Einstein, Albert"
5001,fixed stars are bodies for which the law of inertia certainly holds to,"Einstein, Albert"
5001,a high degree of approximation. Now if we use a system of co-ordinates,"Einstein, Albert"
5001,"which is rigidly attached to the earth, then, relative to this system,","Einstein, Albert"
5001,every fixed star describes a circle of immense radius in the course of,"Einstein, Albert"
5001,"an astronomical day, a result which is opposed to the statement of the","Einstein, Albert"
5001,law of inertia. So that if we adhere to this law we must refer these,"Einstein, Albert"
5001,motions only to systems of coordinates relative to which the fixed,"Einstein, Albert"
5001,stars do not move in a circle. A system of co-ordinates of which the,"Einstein, Albert"
5001,state of motion is such that the law of inertia holds relative to it,"Einstein, Albert"
5001,"is called a "" Galileian system of co-ordinates."" The laws of the","Einstein, Albert"
5001,mechanics of Galflei-Newton can be regarded as valid only for a,"Einstein, Albert"
5001,Galileian system of co-ordinates.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,THE PRINCIPLE OF RELATIVITY,"Einstein, Albert"
5001,(IN THE RESTRICTED SENSE),"Einstein, Albert"
5001,,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"In order to attain the greatest possible clearness, let us return to","Einstein, Albert"
5001,our example of the railway carriage supposed to be travelling,"Einstein, Albert"
5001,"uniformly. We call its motion a uniform translation (""uniform"" because","Einstein, Albert"
5001,"it is of constant velocity and direction, "" translation "" because","Einstein, Albert"
5001,although the carriage changes its position relative to the embankment,"Einstein, Albert"
5001,yet it does not rotate in so doing). Let us imagine a raven flying,"Einstein, Albert"
5001,"through the air in such a manner that its motion, as observed from the","Einstein, Albert"
5001,"embankment, is uniform and in a straight line. If we were to observe","Einstein, Albert"
5001,the flying raven from the moving railway carriage. we should find that,"Einstein, Albert"
5001,the motion of the raven would be one of different velocity and,"Einstein, Albert"
5001,"direction, but that it would still be uniform and in a straight line.","Einstein, Albert"
5001,Expressed in an abstract manner we may say : If a mass m is moving,"Einstein, Albert"
5001,"uniformly in a straight line with respect to a co-ordinate system K,","Einstein, Albert"
5001,then it will also be moving uniformly and in a straight line relative,"Einstein, Albert"
5001,to a second co-ordinate system K1 provided that the latter is,"Einstein, Albert"
5001,executing a uniform translatory motion with respect to K. In,"Einstein, Albert"
5001,"accordance with the discussion contained in the preceding section, it","Einstein, Albert"
5001,follows that:,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,If K is a Galileian co-ordinate system. then every other co-ordinate,"Einstein, Albert"
5001,"system K' is a Galileian one, when, in relation to K, it is in a","Einstein, Albert"
5001,condition of uniform motion of translation. Relative to K1 the,"Einstein, Albert"
5001,mechanical laws of Galilei-Newton hold good exactly as they do with,"Einstein, Albert"
5001,respect to K.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,We advance a step farther in our generalisation when we express the,"Einstein, Albert"
5001,"tenet thus: If, relative to K, K1 is a uniformly moving co-ordinate","Einstein, Albert"
5001,"system devoid of rotation, then natural phenomena run their course","Einstein, Albert"
5001,with respect to K1 according to exactly the same general laws as with,"Einstein, Albert"
5001,respect to K. This statement is called the principle of relativity (in,"Einstein, Albert"
5001,the restricted sense).,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,As long as one was convinced that all natural phenomena were capable,"Einstein, Albert"
5001,"of representation with the help of classical mechanics, there was no","Einstein, Albert"
5001,need to doubt the validity of this principle of relativity. But in,"Einstein, Albert"
5001,view of the more recent development of electrodynamics and optics it,"Einstein, Albert"
5001,became more and more evident that classical mechanics affords an,"Einstein, Albert"
5001,insufficient foundation for the physical description of all natural,"Einstein, Albert"
5001,phenomena. At this juncture the question of the validity of the,"Einstein, Albert"
5001,"principle of relativity became ripe for discussion, and it did not","Einstein, Albert"
5001,appear impossible that the answer to this question might be in the,"Einstein, Albert"
5001,negative.,"Einstein, Albert"
5001,,"Einstein, Albert"
5001,"Nevertheless, there are two general facts which at the outset speak","Einstein, Albert"
5001,very much in favour of the validity of the principle of relativity.,"Einstein, Albert"
5001,Even though classical mechanics does not supply us with a sufficiently,"Einstein, Albert"
5001,broad basis for the theoretical presentation of all physical,"Einstein, Albert"
5001,"phenomena, still we must grant it a considerable measure of "" truth,""","Einstein, Albert"
